17.0192,37.75,1783.78
17.0192,37.75,1784.36
17.0195,37.75,1785.28
17.0177,37.75,1785.84
17.0183,37.75,1787.54
17.0189,37.75,1788.36
17.019,37.74,1788.49
17.0177,37.75,1789.24
17.0201,37.74,1790.5
17.0197,37.74,1791.51
17.019,37.74,1791.57
17.0194,37.74,1791.71
17.0195,37.75,1792.06
17.0195,37.75,1791.81
17.0193,37.75,1791.81
17.0194,37.75,1790.65
17.0194,37.74,1789.57
17.0193,37.74,1789.71
17.0188,37.75,1787.93
17.0192,37.75,1787.24
17.0193,37.74,1786.12
17.02,37.74,1785.67
17.0196,37.74,1785.81
17.0196,37.74,1786.1
17.02,37.74,1785.85
17.0198,37.73,1785.52
17.0202,37.73,1784.91
17.0195,37.73,1784.6
17.019,37.73,1784.47
17.0194,37.73,1783.58
17.0199,37.73,1782.6
17.02,37.73,1782.18
17.0212,37.73,1782.32
17.0211,37.73,1782.74
17.0212,37.73,1782.73
17.021,37.73,1784.8
17.0207,37.73,1786.19
17.0197,37.73,1786.05
17.0211,37.73,1787.5
17.02,37.74,1790.15
17.021,37.74,1792.16
17.0196,37.74,1793.22
17.0213,37.74,1794.32
17.0205,37.74,1794.45
17.0206,37.73,1794.4
17.0194,37.74,1793.69
17.0201,37.73,1792.19
17.0208,37.73,1791.32
17.0209,37.72,1791.29
17.0208,37.72,1788.01
17.0212,37.72,1788.03
17.0208,37.73,1787.08
17.0218,37.73,1786.53
17.0202,37.73,1786.44
17.0217,37.73,1786.6
17.0217,37.72,1788.11
17.0218,37.72,1788.96
17.0214,37.72,1790.4
17.0197,37.73,1791.34
17.0205,37.72,1791.69
17.0213,37.72,1791.88
17.0221,37.72,1792.01
17.0222,37.72,1792.12
17.0224,37.72,1791.76
17.0223,37.72,1790.92
17.0202,37.72,1790.73
17.0215,37.72,1790.63
17.0217,37.72,1790.55
17.0223,37.71,1790.33
17.0217,37.71,1789.7
17.0225,37.71,1789.47
17.0229,37.71,1788.91
17.0224,37.71,1788.52
17.0218,37.71,1787.76
17.0208,37.72,1788.15
17.0222,37.72,1788.58
17.0224,37.73,1789.25
17.0224,37.72,1789.42
17.0219,37.72,1789.69
17.0227,37.72,1789.8
17.0224,37.72,1790.02
17.023,37.72,1789.49
17.0226,37.72,1788.91
17.0218,37.72,1789.11
17.0224,37.72,1789.21
17.0224,37.71,1789.31
17.0224,37.7,1789.67
17.0234,37.71,1790.41
17.0235,37.71,1790.96
17.0227,37.71,1792.09
17.0238,37.72,1794.17
17.0227,37.71,1795.39
17.0227,37.71,1795.94
17.0233,37.71,1796.31
17.022,37.71,1796.48
17.0218,37.71,1795.53
17.024,37.71,1794.21
17.0239,37.7,1793.56
17.024,37.7,1792.78
17.0233,37.7,1792.62
17.0239,37.7,1792.95
17.0234,37.69,1793.49
17.0241,37.69,1794.01
17.0241,37.68,1795.01
17.0246,37.68,1795.52
17.0239,37.68,1796.11
17.0236,37.68,1795.99
17.0247,37.68,1795.52
17.0238,37.69,1795.12
17.0247,37.69,1794.63
17.0241,37.7,1794.34
17.0242,37.7,1794.08
17.0249,37.7,1793.48
17.0245,37.7,1792.11
17.024,37.71,1791.24
17.0246,37.71,1790.65
17.0241,37.71,1789.49
17.0232,37.71,1788.51
17.0246,37.71,1786.69
17.0238,37.7,1784.95
17.0246,37.71,1784.35
17.0246,37.71,1784.07
17.0253,37.71,1783.74
17.0239,37.7,1783.52
17.0246,37.7,1783.5
17.0243,37.7,1783.72
17.0234,37.7,1784
17.0241,37.69,1784.78
17.024,37.69,1785.08
17.0253,37.69,1784.73
17.0235,37.68,1783.9
17.0239,37.69,1782.01
17.0245,37.69,1782.02
17.0257,37.69,1781.11
17.0252,37.69,1779.9
17.0251,37.69,1780.48
17.0246,37.69,1782.05
17.024,37.7,1783.37
17.0245,37.7,1785.9
17.0253,37.7,1787.05
17.0256,37.7,1788.16
17.0256,37.7,1789.37
17.0259,37.7,1789.99
17.0248,37.7,1790.09
17.0245,37.7,1789.56
17.0249,37.7,1788.99
17.0248,37.7,1788.55
17.0256,37.69,1789
17.0252,37.69,1789.14
17.0252,37.69,1789
17.0256,37.68,1788.25
17.0255,37.68,1787.31
17.0253,37.68,1785.62
17.0257,37.68,1784.75
17.0256,37.68,1783.85
17.0257,37.68,1782.81
17.0264,37.68,1782.36
17.0262,37.67,1782.18
17.0257,37.68,1782.67
17.0259,37.68,1783.59
17.0269,37.68,1785.94
17.0269,37.68,1787.93
17.0254,37.68,1788.84
17.0258,37.68,1790.64
17.0258,37.68,1792.16
17.0259,37.68,1793.53
17.026,37.67,1793.6
17.0269,37.67,1793.22
17.0263,37.67,1792.71
17.0266,37.67,1791.52
17.0268,37.68,1790.2
17.0263,37.68,1789.4
17.0267,37.68,1788.81
17.0257,37.68,1788.52
17.0258,37.69,1787.92
17.025,37.69,1787.79
17.0263,37.68,1788.3
17.0261,37.68,1789.02
17.0273,37.68,1789.12
17.0276,37.68,1789.24
17.0253,37.68,1788.44
17.0261,37.69,1787.27
17.0268,37.68,1786.21
17.0265,37.68,1785.33
17.0264,37.69,1783.38
17.027,37.69,1783.32
17.0268,37.69,1783.29
17.0275,37.68,1784.32
17.027,37.69,1784.67
17.0274,37.68,1784.67
17.0275,37.68,1787.26
17.0275,37.68,1787.24
17.0271,37.67,1788.08
17.0269,37.66,1789.79
17.0275,37.66,1789.82
17.0281,37.66,1790.37
17.028,37.66,1791.02
17.0288,37.67,1791.19
17.028,37.67,1791.25
17.0265,37.67,1791.44
17.0264,37.66,1791.51
17.0287,37.66,1791.81
17.0266,37.66,1792.19
17.0275,37.67,1792.65
17.0269,37.67,1793.31
17.0277,37.66,1794.28
17.0276,37.66,1794.56
17.0282,37.66,1794.27
17.0281,37.66,1793.58
17.0288,37.66,1792.96
17.0289,37.66,1792.61
17.0282,37.66,1791.54
17.0287,37.66,1790.66
17.0293,37.65,1790.44
17.0287,37.65,1790.54
17.0283,37.64,1790.8
17.0284,37.64,1791.44
17.0287,37.64,1792.74
17.0285,37.64,1793.38
17.0295,37.64,1794.72
17.0299,37.64,1795.67
17.0294,37.64,1795.76
17.0287,37.64,1795.99
17.029,37.64,1796.64
17.0301,37.63,1797.26
17.0298,37.63,1796.86
17.03,37.63,1796.42
17.0294,37.62,1795.14
17.0295,37.62,1793.64
17.0291,37.62,1792.79
17.0291,37.62,1790.49
17.0298,37.62,1788.88
17.0308,37.63,1788.37
17.0308,37.64,1788.1
17.0298,37.64,1788.36
17.0304,37.64,1788.3
17.03,37.63,1790.42
17.0296,37.64,1790.38
17.0308,37.64,1791.25
17.0303,37.64,1793.01
17.0303,37.64,1794.36
17.0299,37.64,1795.25
17.0304,37.64,1795.8
17.0307,37.63,1796.16
17.0304,37.63,1796.3
17.0309,37.63,1796.24
17.0311,37.63,1796.9
17.0305,37.63,1797.48
17.0303,37.64,1798.02
17.0304,37.63,1798.46
17.0301,37.64,1798.62
17.0308,37.63,1799.08
17.0324,37.63,1799.02
17.0315,37.63,1798.21
17.0311,37.62,1798.22
17.0309,37.63,1796.37
17.0311,37.63,1794.68
17.031,37.63,1793.74
17.0305,37.63,1792.37
17.0315,37.63,1791.29
17.0311,37.62,1790.76
17.0315,37.62,1790.83
17.0311,37.62,1790.9
17.0317,37.62,1791.44
17.0307,37.61,1792.63
17.0313,37.61,1793.31
17.0316,37.61,1793.83
17.0321,37.61,1794.25
17.0316,37.61,1794.29
17.031,37.61,1794.3
17.0309,37.61,1794.54
17.0321,37.6,1794.38
17.032,37.6,1793.31
17.0306,37.61,1792.15
17.0316,37.61,1790.88
17.0319,37.61,1791.03
17.0327,37.61,1788.16
17.0325,37.61,1788.17
17.0322,37.61,1787.08
17.0317,37.62,1785.79
17.0321,37.62,1785.41
17.0325,37.62,1785.39
17.0326,37.62,1785.84
17.0328,37.63,1786.55
17.0326,37.63,1786.65
17.0328,37.62,1788.28
17.0332,37.62,1789.28
17.0322,37.62,1790.24
17.0325,37.62,1791.27
17.0328,37.61,1791.85
17.033,37.62,1792.66
17.0326,37.6,1792.7
17.0334,37.61,1793.32
17.0332,37.61,1793.16
17.0329,37.61,1792.31
17.0334,37.61,1792
17.0334,37.6,1792.4
17.0334,37.6,1792.57
17.0331,37.6,1792.6
17.0332,37.61,1792.5
17.0333,37.61,1793.75
17.0338,37.61,1793.36
17.0339,37.61,1793.01
17.0346,37.6,1792.41
17.0344,37.59,1791.97
17.0335,37.6,1791.06
17.035,37.59,1790.47
17.0342,37.59,1790.41
17.0342,37.59,1790.25
17.0344,37.59,1790.48
17.0344,37.58,1791.01
17.0344,37.58,1791.78
17.0339,37.58,1792.13
17.0343,37.58,1792.61
17.0344,37.58,1792.94
17.0345,37.58,1792.87
17.0348,37.58,1792.82
17.0337,37.58,1792.5
17.035,37.57,1792.16
17.034,37.57,1791.69
17.0351,37.57,1791.54
17.0351,37.58,1791.9
17.0347,37.57,1792.2
17.0344,37.58,1792.24
17.0342,37.58,1792.17
17.0356,37.58,1792.42
17.0356,37.57,1792.86
17.0348,37.57,1793.79
17.0354,37.57,1794.94
17.0355,37.57,1795.59
17.0351,37.58,1796.68
17.0349,37.58,1797.45
17.0332,37.57,1798.11
17.0344,37.57,1798.8
17.0347,37.57,1799.3
17.035,37.58,1798.97
17.0348,37.58,1797.42
17.0352,37.58,1795.84
17.0343,37.58,1793.78
17.0359,37.58,1791.91
17.0356,37.58,1790.66
17.0356,37.58,1790.67
17.0356,37.58,1785.63
17.0361,37.58,1785.72
17.0366,37.58,1784.95
17.0358,37.58,1785.38
17.0361,37.57,1786.28
17.0362,37.57,1787.17
17.0367,37.56,1788.86
17.0366,37.55,1790.89
17.0365,37.55,1790.92
17.0372,37.56,1792.81
17.0365,37.56,1793.54
17.0373,37.56,1793.4
17.0368,37.57,1794.51
17.0371,37.57,1794.41
17.037,37.57,1795.22
17.0365,37.57,1796.16
17.0367,37.57,1796.13
17.0366,37.56,1796.52
17.0358,37.56,1796.43
17.0367,37.57,1796.43
17.0378,37.57,1795.96
17.0374,37.57,1794.81
17.0367,37.57,1793.66
17.036,37.57,1793.21
17.0365,37.57,1792.71
17.0374,37.58,1792.52
17.0372,37.57,1791.94
17.037,37.56,1791.68
17.0365,37.56,1791.57
17.038,37.56,1791.14
17.0379,37.57,1790.54
17.0374,37.56,1790.18
17.0376,37.57,1790.85
17.0373,37.56,1792.3
17.037,37.56,1795.77
17.0375,37.56,1797.11
17.0382,37.57,1797.81
17.0382,37.57,1798.87
17.0383,37.57,1798.64
17.0387,37.57,1795.43
17.0391,37.56,1794.47
17.0379,37.55,1792.99
17.0392,37.55,1792.23
17.0393,37.55,1791.94
17.0382,37.56,1791.3
17.0389,37.57,1791.43
17.038,37.56,1791.93
17.0377,37.56,1793.12
17.0383,37.55,1792.93
17.0393,37.55,1792.87
17.0384,37.55,1792.9
17.0382,37.55,1793.17
17.0386,37.55,1792
17.0392,37.55,1790.94
17.0381,37.55,1790.23
17.0376,37.54,1789.81
17.0393,37.54,1789.53
17.0396,37.54,1789.39
17.0401,37.54,1789.11
17.0398,37.55,1789.67
17.0388,37.55,1790.39
17.039,37.55,1791.26
17.0386,37.55,1791.32
17.0389,37.55,1791.61
17.0393,37.55,1791.42
17.0396,37.55,1790.92
17.0401,37.55,1790.57
17.0399,37.55,1789.35
17.0393,37.55,1788.34
17.0401,37.54,1787.79
17.0395,37.55,1786.92
17.0397,37.55,1786.54
17.0401,37.55,1785.12
17.0405,37.55,1783.79
17.0396,37.54,1783.43
17.0394,37.54,1783.35
17.0399,37.53,1783.49
17.0406,37.53,1783.59
17.0393,37.53,1783.79
17.0407,37.54,1785.92
17.0405,37.54,1786.36
17.0413,37.54,1786.31
17.0413,37.54,1786.07
17.0406,37.54,1785.94
17.0394,37.54,1786.35
17.0404,37.54,1786.77
17.0404,37.54,1787.25
17.041,37.55,1788.31
17.0406,37.54,1789.25
17.0409,37.54,1789.84
17.0416,37.53,1790.42
17.042,37.54,1790.6
17.0411,37.54,1790.63
17.0418,37.53,1790.53
17.0413,37.52,1790.04
17.0412,37.52,1790.28
17.0416,37.52,1790.74
17.0416,37.52,1791.21
17.0424,37.53,1791.72
17.0422,37.53,1792.13
17.0416,37.52,1792.64
17.0417,37.52,1793.51
17.0418,37.52,1794.04
17.0417,37.53,1794.16
17.0418,37.53,1794.36
17.0415,37.53,1794.25
17.0429,37.53,1794.55
17.0417,37.53,1794.38
17.0425,37.52,1794.22
17.0427,37.53,1793.76
17.0418,37.53,1793.38
17.0417,37.53,1793
17.0428,37.54,1792.84
17.0433,37.54,1792.64
17.0429,37.54,1792.22
17.0427,37.53,1792.22
17.0429,37.53,1792.54
17.0428,37.53,1792.46
17.0434,37.53,1791.46
17.0439,37.52,1791.01
17.0433,37.52,1790.97
17.0433,37.52,1790.72
17.0436,37.52,1790.91
17.0433,37.53,1791.19
17.0434,37.53,1791.85
17.0428,37.53,1792.04
17.044,37.53,1792.23
17.0433,37.53,1792.23
17.0434,37.53,1791.56
17.0441,37.53,1790.93
17.0446,37.52,1790.66
17.0444,37.52,1791.16
17.044,37.52,1792.91
17.0445,37.52,1794.09
17.0446,37.52,1794.97
17.0444,37.52,1796.21
17.044,37.52,1797.5
17.0445,37.53,1798.3
17.0452,37.52,1798.77
17.045,37.52,1799.24
17.0453,37.52,1799.62
17.0464,37.52,1799.48
17.0452,37.51,1799.45
17.0454,37.51,1798.37
17.0444,37.52,1797.25
17.0445,37.51,1796.69
17.0463,37.51,1796.24
17.0459,37.51,1795.53
17.0463,37.51,1795.58
17.0464,37.51,1795.75
17.0459,37.51,1795.82
17.0456,37.5,1795.27
17.0446,37.5,1794.03
17.0459,37.5,1793.66
17.0454,37.5,1793.3
17.0462,37.5,1792.71
17.0457,37.49,1791.33
17.0508,37.45,1793.88
17.0514,37.45,1794.13
17.0512,37.45,1795.07
17.05,37.45,1796.81
17.0504,37.45,1798.25
17.0508,37.45,1801.1
17.0512,37.45,1801.9
17.0514,37.45,1801.6
17.0508,37.45,1801.03
17.0513,37.46,1799.23
17.0521,37.46,1797.49
17.0517,37.46,1796.04
17.0525,37.47,1794.66
17.0504,37.46,1793.97
17.0502,37.46,1794.76
17.0508,37.45,1795.62
17.0518,37.45,1796.33
17.052,37.45,1796.8
17.0527,37.45,1796.52
17.0522,37.45,1795.74
17.0519,37.45,1639.69
17.0516,37.46,1487.73
17.0516,37.45,1474.32
17.0525,37.44,1469.29
17.0511,37.44,1469.24
17.0524,37.44,1469.61
17.0525,37.44,1470.9
17.052,37.44,1471.78
17.053,37.44,1472.03
17.0517,37.44,1472.54
17.0522,37.44,1472.36
17.052,37.44,1471.57
17.0521,37.44,1690.33
17.052,37.44,1766.28
17.0522,37.44,1791.26
17.0518,37.43,1790.85
17.0532,37.43,1790.95
17.0516,37.42,1789.27
17.0524,37.42,1788.53
17.0531,37.42,1788.72
17.0523,37.42,1789.17
17.0527,37.42,1789.6
17.0532,37.42,1710.36
17.0529,37.42,1512.04
17.0535,37.42,1471.36
17.0536,37.42,1467.59
17.0534,37.41,1465.82
17.054,37.42,1465.26
17.053,37.42,1465.37
